😎央视频道,#genre#
东森超视,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8525/.m3u8
大爱电视,https://gat.zhoujie218.top/4gtv/209
中天新闻台,http://211.72.65.236:8541/.m3u8
中天新闻台,http://free.xiptv.x10.bz/4gtv.php?id=4gtv-4gtv009
中视菁采台,http://free.xiptv.x10.bz/4gtv.php?id=4gtv-4gtv064
中视经典,https://gat.zhoujie218.top/litv/4gtv-4gtv080
中视,http://37.27.111.214:8080/live/7/hls.m3u8
民视,https://stream1.freetv.fun/min-shi-8.m3u8
民视,http://37.27.111.214:8080/live/6/hls.m3u8
民视,https://gat.zhoujie218.top/litv/4gtv-4gtv002
民视,https://gat.zhoujie218.top/litv/4gtv-4gtv155
民视,http://shuma004.chunfengyun.top:8080/live/6/hls.m3u8
民视台湾台,http://free.xiptv.x10.bz/4gtv.php?id=4gtv-4gtv156
民视台湾台,https://gat.zhoujie218.top/litv/4gtv-4gtv001
民视第一台,https://gat.zhoujie218.top/litv/4gtv-4gtv003
民视第一台,http://free.xiptv.x10.bz/4gtv.php?id=4gtv-4gtv003
东森美洲,http://38.64.72.148:80/hls/modn/list/2015/chunklist1.m3u8
东森美洲,http://38.64.72.148/hls/modn/list/2015/chunklist0.m3u8
东森新闻,http://shuma004.chunfengyun.top:8080/live/20/hls.m3u8
东森新闻,https://gat.zhoujie218.top/litv/4gtv-4gtv152
东森新闻台,http://free.xiptv.x10.bz/kudou.php?id=75
东映,https://stream01.willfonk.com/live_playlist.m3u8?cid=CS218&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
法时尚,http://lb.streaming.sk/fashiontv/stream/chunklist_w1906011378.m3u8
华视新闻,http://free.xiptv.x10.bz/kudou.php?id=46
华视新闻,http://37.27.111.214:8080/live/8/hls.m3u8
华视新闻,https://gat.zhoujie218.top/litv/4gtv-4gtv052
华语电视2,http://38.64.72.148:80/hls/modn/list/4002/chunklist1.m3u8
华语电视3,http://38.64.72.148:80/hls/modn/list/4003/chunklist1.m3u8
寰宇新闻台湾台,https://gat.zhoujie218.top/litv/litv-longturn15
星光综合,http://ali.hlspull.yximgs.com/live/zxcvbnm9852.flv
越HBTV,http://hoabinhtvlive.746b3ddb.cdnviet.com/hoabinhtv/playlist.m3u8
朝日,https://stream01.willfonk.com/live_playlist.m3u8?cid=BS295&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
朝日,https://stream01.willfonk.com/live_playlist.m3u8?cid=BS295&r=HD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
朝日,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=gd06&isp=10&bind=0&uin=159413&playseek=0
朝鲜中央台,http://119.77.96.184:1935/chn05/chn05/chunklist_w644291506.m3u8
BBS佛教广播,http://bbstv.clouducs.com:1935/bbstv-live/livestream/chunklist_w1403706733.m3u8
CNA,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8
Fox新闻,https://fox-foxnewsnow-samsungus.amagi.tv/playlist720p.m3u8
GOODTV经典音乐河,https://dqhxk7sbp7xog.cloudfront.net/hls-live/goodtv/_definst_/liveevent/live-ch6-2.m3u8
KCTV,http://119.77.96.184:1935/chn05/chn05/chunklist_w1306745753.m3u8
LoveNature,https://d18dyiwu97wm6q.cloudfront.net/playlist2160p.m3u8
Newsmax,http://nmxlive.akamaized.net/hls/live/529965/Live_1/index.m3u8
NHKBS1,https://stream01.willfonk.com/live_playlist.m3u8?cid=BS101&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
NHKWorld,https://nhkwlive-ojp.akamaized.net/hls/live/2003459/nhkwlive-ojp-en/index.m3u8
NHK教育,https://stream01.willfonk.com/live_playlist.m3u8?cid=BS292&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
NHK総合,https://stream01.willfonk.com/live_playlist.m3u8?cid=BS291&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
Pop,http://streamsy.online:2999/coachj88/N93DPKS9pJ/226
SKY,http://streamsy.online:2999/coachj88/N93DPKS9pJ/330
非凡新闻,https://gat.zhoujie218.top/litv/4gtv-4gtv010
亚洲新闻,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_3.m3u8
无线翡翠台,http://1b6467f415.iok.la:9931/tsfile/live/1007_1.m3u8
三立新闻台,http://free.xiptv.x10.bz/kudou.php?id=79
😎学习频道,#genre#
中考数学1,http://baishancloud.lexue.huan.tv/20190718retryMP4/mediadns/ts/dz/SX/dz2016030101004.mp4
中考数学2,http://baishancloud.lexue.huan.tv/20190718retryMP4/mediadns/ts/dz/SX/dz2016030101005.mp4
中考数学3,http://baishancloud.lexue.huan.tv/20190718retryMP4/mediadns/ts/dz/SX/dz2016030101006.mp4
中考数学4,http://baishancloud.lexue.huan.tv/20190718retryMP4/mediadns/ts/dz/SX/dz2016030101007.mp4
中考数学5,http://baishancloud.lexue.huan.tv/20190718retryMP4/mediadns/ts/dz/SX/dz2016030101008.mp4
中考数学6,http://baishancloud.lexue.huan.tv/20190718retryMP4/mediadns/ts/dz/SX/dz2016030101009.mp4
中考数学7,http://baishancloud.lexue.huan.tv/20190718retryMP4/mediadns/ts/dz/SX/dz2016030101010.mp4
中考数学8,http://baishancloud.lexue.huan.tv/20190718retryMP4/mediadns/ts/dz/SX/dz2016030101011.mp4
中考数学9,http://baishancloud.lexue.huan.tv/20190718retryMP4/mediadns/ts/dz/SX/dz2016030101012.mp4
中考数学10,http://baishancloud.lexue.huan.tv/20190718retryMP4/mediadns/ts/dz/SX/dz2016030101013.mp4
中考数学11,http://baishancloud.lexue.huan.tv/20190718retryMP4/mediadns/ts/dz/SX/dz2016030101014.mp4
中考数学12,http://baishancloud.lexue.huan.tv/20190718retryMP4/mediadns/ts/dz/SX/dz2016030101015.mp4
中考数学13,http://baishancloud.lexue.huan.tv/20190718retryMP4/mediadns/ts/dz/SX/dz2016030101016.mp4
中考数学14,http://baishancloud.lexue.huan.tv/20190718retryMP4/mediadns/ts/dz/SX/dz2016030101017.mp4
中考数学15,http://baishancloud.lexue.huan.tv/20190718retryMP4/mediadns/ts/dz/SX/dz2016030101018.mp4
中考数学16,http://baishancloud.lexue.huan.tv/20190718retryMP4/mediadns/ts/dz/SX/dz2016030101019.mp4
中考数学17,http://baishancloud.lexue.huan.tv/20190718retryMP4/mediadns/ts/dz/SX/dz2016030101020.mp4
中考数学18,http://baishancloud.lexue.huan.tv/20190718retryMP4/mediadns/ts/dz/SX/dz2016030101021.mp4
中考数学19,http://baishancloud.lexue.huan.tv/20190718retryMP4/mediadns/ts/dz/SX/dz2016030101022.mp4
中考数学20,http://baishancloud.lexue.huan.tv/20190718retryMP4/mediadns/ts/dz/SX/dz2016030101023.mp4
中考数学21,http://baishancloud.lexue.huan.tv/20190718retryMP4/mediadns/ts/dz/SX/dz2016030101024.mp4
中考数学22,http://baishancloud.lexue.huan.tv/20190718retryMP4/mediadns/ts/dz/SX/dz2016030101025.mp4
中考数学23,http://baishancloud.lexue.huan.tv/20190718retryMP4/mediadns/ts/dz/SX/dz2016030101026.mp4
中考数学24,http://baishancloud.lexue.huan.tv/20190718retryMP4/mediadns/ts/dz/SX/dz2016030101027.mp4
中考数学25,http://baishancloud.lexue.huan.tv/20190718retryMP4/mediadns/ts/dz/SX/dz2016030101028.mp4
中考数学26,http://baishancloud.lexue.huan.tv/20190718retryMP4/mediadns/ts/dz/SX/dz2016030101029.mp4
中考数学27,http://baishancloud.lexue.huan.tv/20190718retryMP4/mediadns/ts/dz/SX/dz2016030101030.mp4
中考数学28,http://baishancloud.lexue.huan.tv/20190718retryMP4/mediadns/ts/dz/SX/dz2016030101031.mp4
中考数学29,http://baishancloud.lexue.huan.tv/20190718retryMP4/mediadns/ts/dz/SX/dz2016030101032.mp4
中考数学30,http://baishancloud.lexue.huan.tv/20190718retryMP4/mediadns/ts/dz/SX/dz2016030101033.mp4
中考数学31,http://baishancloud.lexue.huan.tv/20190718retryMP4/mediadns/ts/dz/SX/dz2016030101034.mp4
中考数学32,http://baishancloud.lexue.huan.tv/20190718retryMP4/mediadns/ts/dz/SX/dz2016030101035.mp4
中考数学33,http://baishancloud.lexue.huan.tv/20190718retryMP4/mediadns/ts/dz/SX/dz2016030101036.mp4
中考数学34,http://baishancloud.lexue.huan.tv/20190718retryMP4/mediadns/ts/dz/SX/dz2016030101037.mp4
中考数学35,http://baishancloud.lexue.huan.tv/20190718retryMP4/mediadns/ts/dz/SX/dz2016030101038.mp4
中考数学36,http://baishancloud.lexue.huan.tv/20190718retryMP4/mediadns/ts/dz/SX/dz2016030101039.mp4
中考数学37,http://baishancloud.lexue.huan.tv/20190718retryMP4/mediadns/ts/dz/SX/dz2016030101040.mp4
中考数学38,http://baishancloud.lexue.huan.tv/20190718retryMP4/mediadns/ts/dz/SX/dz2016030101041.mp4
中考数学39,http://baishancloud.lexue.huan.tv/20190718retryMP4/mediadns/ts/dz/SX/dz2016030101042.mp4
中考数学40,http://baishancloud.lexue.huan.tv/20190718retryMP4/mediadns/ts/dz/SX/dz2016030101043.mp4
中考数学41,http://baishancloud.lexue.huan.tv/20190718retryMP4/mediadns/ts/dz/SX/dz2016030101045.mp4
中考数学43,http://baishancloud.lexue.huan.tv/20190718retryMP4/mediadns/ts/dz/SX/dz2016030101046.mp4
中考数学44,http://baishancloud.lexue.huan.tv/20190718retryMP4/mediadns/ts/dz/SX/dz2016030101047.mp4
中考数学45,http://baishancloud.lexue.huan.tv/20190718retryMP4/mediadns/ts/dz/SX/dz2016030101048.mp4
中考数学46,http://baishancloud.lexue.huan.tv/20190718retryMP4/mediadns/ts/dz/SX/dz2016030101049.mp4
中考数学47,http://baishancloud.lexue.huan.tv/20190718retryMP4/mediadns/ts/dz/SX/dz2016030101050.mp4
中考数学48,http://baishancloud.lexue.huan.tv/20190718retryMP4/mediadns/ts/dz/SX/dz2016030101051.mp4
中考数学49,http://baishancloud.lexue.huan.tv/20190718retryMP4/mediadns/ts/dz/SX/dz2016030101052.mp4
中考数学50,http://baishancloud.lexue.huan.tv/20190718retryMP4/mediadns/ts/dz/SX/dz2016030101053.mp4
中考数学51,http://baishancloud.lexue.huan.tv/20190718retryMP4/mediadns/ts/dz/SX/dz2016030101054.mp4
中考数学52,http://baishancloud.lexue.huan.tv/20190718retryMP4/mediadns/ts/dz/SX/dz2016030101055.mp4
中考数学53,http://baishancloud.lexue.huan.tv/20190718retryMP4/mediadns/ts/dz/SX/dz2016030101056.mp4
中考数学54,http://baishancloud.lexue.huan.tv/20190718retryMP4/mediadns/ts/dz/SX/dz2016030101057.mp4
中考数学55,http://baishancloud.lexue.huan.tv/20190718retryMP4/mediadns/ts/dz/SX/dz2016030101058.mp4
中考数学56,http://baishancloud.lexue.huan.tv/20190718retryMP4/mediadns/ts/dz/SX/dz2016030101059.mp4
中考数学57,http://baishancloud.lexue.huan.tv/20190718retryMP4/mediadns/ts/dz/SX/dz2016030101060.mp4
中考数学58,http://baishancloud.lexue.huan.tv/20190718retryMP4/mediadns/ts/dz/SX/dz2016030101061.mp4
中考数学59,http://baishancloud.lexue.huan.tv/20190718retryMP4/mediadns/ts/dz/SX/dz2016030101062.mp4
中考数学60,http://baishancloud.lexue.huan.tv/20190718retryMP4/mediadns/ts/dz/SX/dz2016030101063.mp4
中考数学61,http://baishancloud.lexue.huan.tv/20190718retryMP4/mediadns/ts/dz/SX/dz2016030101064.mp4
高三语文复习1,http://baishancloud.lexue.huan.tv/20200729retryMP4/dz/YW/dz2015082001262.mp4
高三语文复习2,http://baishancloud.lexue.huan.tv/20200729retryMP4/dz/YW/dz2015082001263.mp4
高三语文复习3,http://baishancloud.lexue.huan.tv/20200729retryMP4/dz/YW/dz2015082001264.mp4
高三语文复习4,http://baishancloud.lexue.huan.tv/20200729retryMP4/dz/YW/dz2015082001265.mp4
高三语文复习5,http://baishancloud.lexue.huan.tv/20200729retryMP4/dz/YW/dz2015082001266.mp4
高三语文复习6,http://baishancloud.lexue.huan.tv/20200729retryMP4/dz/YW/dz2015082001267.mp4
高三语文复习7,http://baishancloud.lexue.huan.tv/20200729retryMP4/dz/YW/dz2015082001268.mp4
高三语文复习8,http://baishancloud.lexue.huan.tv/20200729retryMP4/dz/YW/dz2015082001269.mp4
高三语文复习9,http://baishancloud.lexue.huan.tv/20200729retryMP4/dz/YW/dz2015082001270.mp4
高三语文复习10,http://baishancloud.lexue.huan.tv/20200729retryMP4/dz/YW/dz2015082001271.mp4
高三语文复习11,http://baishancloud.lexue.huan.tv/20200729retryMP4/dz/YW/dz2015092000654.mp4
高三语文复习12,http://baishancloud.lexue.huan.tv/20200729retryMP4/dz/YW/dz2015092000655.mp4
高三语文复习13,http://baishancloud.lexue.huan.tv/20200729retryMP4/dz/YW/dz2015092000656.mp4
高三语文复习14,http://baishancloud.lexue.huan.tv/20200729retryMP4/dz/YW/dz2015092000657.mp4
高三语文复习15,http://baishancloud.lexue.huan.tv/20200729retryMP4/dz/YW/dz2015092000658.mp4
高三语文复习16,http://baishancloud.lexue.huan.tv/20200729retryMP4/dz/YW/dz2015092000659.mp4
高三语文复习17,http://baishancloud.lexue.huan.tv/20200729retryMP4/dz/YW/dz2015092000660.mp4
高三语文复习18,http://baishancloud.lexue.huan.tv/20200729retryMP4/dz/YW/dz2015092000661.mp4
高三语文复习19,http://baishancloud.lexue.huan.tv/20200729retryMP4/dz/YW/dz2015092000662.mp4
高三语文复习20,http://baishancloud.lexue.huan.tv/20200729retryMP4/dz/YW/dz2015092000663.mp4
高三语文复习21,http://baishancloud.lexue.huan.tv/20200729retryMP4/dz/YW/dz2015092000664.mp4
高三语文复习22,http://baishancloud.lexue.huan.tv/20200729retryMP4/dz/YW/dz2015092000665.mp4
高三语文复习23,http://baishancloud.lexue.huan.tv/20200729retryMP4/dz/YW/dz2015092000666.mp4
高三语文复习24,http://baishancloud.lexue.huan.tv/20200729retryMP4/dz/YW/dz2015092000667.mp4
高三语文复习25,http://baishancloud.lexue.huan.tv/20200729retryMP4/dz/YW/dz2015102000555.mp4
高三语文复习26,http://baishancloud.lexue.huan.tv/20200729retryMP4/dz/YW/dz2015102000556.mp4
高三语文复习27,http://baishancloud.lexue.huan.tv/20200729retryMP4/dz/YW/dz2015102000557.mp4
高三语文复习28,http://baishancloud.lexue.huan.tv/20200729retryMP4/dz/YW/dz2015102000558.mp4
高三语文复习29,http://baishancloud.lexue.huan.tv/20200729retryMP4/dz/YW/dz2015102000559.mp4
高三语文复习30,http://baishancloud.lexue.huan.tv/20200729retryMP4/dz/YW/dz2015102000560.mp4
高三语文复习31,http://baishancloud.lexue.huan.tv/20200729retryMP4/dz/YW/dz2015102000561.mp4
高三语文复习32,http://baishancloud.lexue.huan.tv/20200729retryMP4/dz/YW/dz2015112000661.mp4
高三语文复习33,http://baishancloud.lexue.huan.tv/20200729retryMP4/dz/YW/dz2015112000662.mp4
高三语文复习34,http://baishancloud.lexue.huan.tv/20200729retryMP4/dz/YW/dz2015112000663.mp4
高三语文复习35,http://baishancloud.lexue.huan.tv/20200729retryMP4/dz/YW/dz2015112000664.mp4
高三语文复习36,http://baishancloud.lexue.huan.tv/20200729retryMP4/dz/YW/dz2015112000665.mp4
高三语文复习37,http://baishancloud.lexue.huan.tv/20200729retryMP4/dz/YW/dz2015112000666.mp4
高三语文复习38,http://baishancloud.lexue.huan.tv/20200729retryMP4/dz/YW/dz2016030103421.mp4
高三语文复习39,http://baishancloud.lexue.huan.tv/20200729retryMP4/dz/YW/dz2016030103422.mp4
高三语文复习40,http://baishancloud.lexue.huan.tv/20200729retryMP4/dz/YW/dz2016030103423.mp4
😎赛事咪咕,#genre#
赛事咪咕频壹,http://111.13.111.242/000000001000/3000000001000005308/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId= 
赛事咪咕频贰,http://111.13.111.242/000000001000/3000000001000005969/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
赛事咪咕频叁,http://111.13.111.242/000000001000/3000000001000007218/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
赛事咪咕频肆,http://111.13.111.242/000000001000/3000000001000008001/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
赛事咪咕频伍,http://111.13.111.242/000000001000/3000000001000008176/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
赛事咪咕频陆,http://111.13.111.242/000000001000/3000000001000008379/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
赛事咪咕频柒,http://111.13.111.242/000000001000/3000000001000010129/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
赛事咪咕频捌,http://111.13.111.242/000000001000/3000000001000010948/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
赛事咪咕频玖,http://111.13.111.242/000000001000/3000000001000026778/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
赛事咪咕频拾,http://111.13.111.242/000000001000/3000000001000028638/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
赛事咪咕拾壹,http://111.13.111.242/000000001000/3000000001000031494/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
赛事咪咕壹贰,http://111.13.111.242/000000001000/3000000010000000097/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
赛事咪咕壹叁,http://111.13.111.242/000000001000/3000000010000002019/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
赛事咪咕壹肆,http://111.13.111.242/000000001000/3000000010000002032/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
赛事咪咕壹伍,http://111.13.111.242/000000001000/3000000010000002809/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
赛事咪咕壹陆,http://111.13.111.242/000000001000/3000000010000003915/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
赛事咪咕壹柒,http://111.13.111.242/000000001000/3000000010000004193/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
赛事咪咕壹捌,http://111.13.111.242/000000001000/3000000010000004464/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
赛事咪咕壹玖,http://111.13.111.242/000000001000/3000000010000005837/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
赛事咪咕贰拾,http://111.13.111.242/000000001000/3000000010000006077/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
赛事咪咕贰壹,http://111.13.111.242/000000001000/3000000010000006658/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
赛事咪咕贰贰,http://111.13.111.242/000000001000/3000000010000006944/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
赛事咪咕贰叁,http://111.13.111.242/000000001000/3000000010000007692/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
赛事咪咕贰肆,http://111.13.111.242/000000001000/3000000010000009788/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
赛事咪咕贰伍,http://111.13.111.242/000000001000/3000000010000010833/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
赛事咪咕贰陆,http://111.13.111.242/000000001000/3000000010000011112/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
赛事咪咕贰柒,http://111.13.111.242/000000001000/3000000010000011297/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
赛事咪咕贰捌,http://111.13.111.242/000000001000/3000000010000011518/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
赛事咪咕贰玖,http://111.13.111.242/000000001000/3000000010000011763/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
赛事咪咕叁拾,http://111.13.111.242/000000001000/3000000010000011873/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
赛事咪咕叁壹,http://111.13.111.242/000000001000/3000000010000012398/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
赛事咪咕叁贰,http://111.13.111.242/000000001000/3000000010000012450/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
赛事咪咕叁叁,http://111.13.111.242/000000001000/3000000010000012558/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
赛事咪咕叁肆,http://111.13.111.242/000000001000/3000000010000012616/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
赛事咪咕叁伍,http://111.13.111.242/000000001000/3000000010000015470/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
赛事咪咕叁陆,http://111.13.111.242/000000001000/3000000010000015560/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
赛事咪咕叁柒,http://111.13.111.242/000000001000/3000000010000017389/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
赛事咪咕叁捌,http://111.13.111.242/000000001000/3000000010000017678/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
赛事咪咕叁玖,http://111.13.111.242/000000001000/3000000010000017997/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
赛事咪咕肆拾,http://111.13.111.242/000000001000/3000000010000019380/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
赛事咪咕肆壹,http://111.13.111.242/000000001000/3000000010000019839/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
赛事咪咕肆贰,http://111.13.111.242/000000001000/3000000010000020168/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
赛事咪咕肆叁,http://111.13.111.242/000000001000/3000000010000021904/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
赛事咪咕肆肆,http://111.13.111.242/000000001000/3000000010000023434/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
赛事咪咕肆伍,http://111.13.111.242/000000001000/3000000010000024205/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
赛事咪咕肆陆,http://111.13.111.242/000000001000/3000000010000024691/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
赛事咪咕肆柒,http://111.13.111.242/000000001000/3000000010000025380/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
赛事咪咕肆捌,http://111.13.111.242/000000001000/3000000010000025943/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
赛事咪咕肆玖,http://111.13.111.242/000000001000/3000000010000027318/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
赛事咪咕伍拾,http://111.13.111.242/000000001000/3000000010000027638/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
赛事咪咕伍壹,http://111.13.111.242/000000001000/3000000010000027691/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
赛事咪咕伍贰,http://111.13.111.242/000000001000/3000000010000031669/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
赛事咪咕伍叁,http://111.13.111.242/000000001000/3000000010000032106/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
赛事咪咕频4K,http://111.13.111.242/000000001000/3000000010000005180/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
💘开心电影,#genre#
【港片】赌片 动作,http://cfss.cc/cdn/yy/24921161.flv
💋林正英 僵尸 鬼片,http://cfss.cc/cdn/yy/1351505899.flv
💋鹿鼎记-周星驰版,http://cfss.cc/cdn/yy/1354658049.flv
💋武林外传爆笑全场,http://cfss.cc/cdn/yy/1355269576.flv
💋泡芙陪你看电影,http://cfss.cc/cdn/yy/24407222.flv
💋港片鬼片全集,http://cfss.cc/cdn/yy/1459869766.flv
💋港片赌片 3000部,http://cfss.cc/cdn/yy/1355076627.flv
💋燕双鹰系列,http://cfss.cc/cdn/yy/1457622044.flv
💋古惑仔全集,http://cfss.cc/cdn/yy/1460889796.flv
💋【成龙经典】动作,http://cfss.cc/cdn/yy/34460526.flv
💋经典港片电影,http://cfss.cc/cdn/yy/1382793140.flv
💋【林正英】僵尸 鬼片,http://cfss.cc/cdn/yy/30668277.flv
💋港片电影,http://cfss.cc/cdn/yy/1458015189.flv
💋鬼片.惊悚.港片,http://cfss.cc/cdn/yy/1355497884.flv
💋【港】鬼片 惊悚 喜剧,http://cfss.cc/cdn/yy/1351030377.flv
💋盗慕恐怖惊辣,http://cfss.cc/cdn/yy/1382748585.flv
💋(周星驰)超经典搞笑电影,http://cfss.cc/cdn/yy/29945997.flv
💋【经典港片】佟瑶,http://cfss.cc/cdn/yy/23531261.flv
💋洪金宝福星系列,http://cfss.cc/cdn/yy/1354924839.flv
💋张国荣与周润发的兄弟情,http://cfss.cc/cdn/yy/1354930961.flv
💋林正英电影,http://cfss.cc/cdn/yy/1354889044.flv
💋九品芝麻官包龙星,http://cfss.cc/cdn/yy/1354930968.flv
💋拆弹专家-刘德华,http://cfss.cc/cdn/yy/1382745111.flv
💋澳门风云,http://cfss.cc/cdn/yy/1459243913.flv
💋战争大片,http://cfss.cc/cdn/yy/1382735556.flv
💋妖魔鬼怪 超好看,http://cfss.cc/cdn/yy/1459714870.flv
💋吓人大片,http://cfss.cc/cdn/yy/1354952229.flv
💋大话西游至尊宝,http://cfss.cc/cdn/yy/1382736910.flv
💋国内喜剧,http://cfss.cc/cdn/yy/1382735563.flv
💋经典搞笑影片,http://cfss.cc/cdn/yy/1382749878.flv
💋怀旧好电影,http://cfss.cc/cdn/yy/1382627144.flv
💋热门喜剧,http://cfss.cc/cdn/yy/1354931495.flv
💋恐怖电影,http://cfss.cc/cdn/yy/1382736882.flv
💑密子君,http://cfss.cc/cdn/yy/1382736717.flv
💋小戏骨黄飞鸿,http://cfss.cc/cdn/yy/1354936181.flv
💋恐怖女鬼来找你,http://cfss.cc/cdn/yy/32326398.flv
💋抗日电视剧,http://cfss.cc/cdn/yy/1354936229.flv
💋末日外国电影合集,http://cfss.cc/cdn/yy/1354889019.flv
💋洪大哥系列,http://cfss.cc/cdn/yy/1354888743.flv
💋热血动作片合集,http://cfss.cc/cdn/yy/1382735627.flv
💋国产喜剧,http://cfss.cc/cdn/yy/1382735584.flv
💋周星驰唐伯虎,http://cfss.cc/cdn/yy/1382735548.flv
💋星爷经典,http://cfss.cc/cdn/yy/1354889048.flv
💋动作大片1,http://cfss.cc/cdn/yy/1354888739.flv
💋港片片,http://cfss.cc/cdn/yy/1382736841.flv
💋4K电影,http://cfss.cc/cdn/yy/1354932438.flv
💋国产喜剧片,http://cfss.cc/cdn/yy/1382745113.flv
💋香港动作大片,http://cfss.cc/cdn/yy/1382736816.flv
💋华子系列,http://cfss.cc/cdn/yy/1354888726.flv
💋苏联战争巨片,http://cfss.cc/cdn/yy/1354936249.flv
💋上海滩,http://cfss.cc/cdn/yy/1382745184.flv
💋一城一味,http://cfss.cc/cdn/yy/1382745179.flv
💋国内恐怖电影,http://cfss.cc/cdn/yy/1354932444.flv
